id,A1,RouteID,LINE_ID,cb2LineID,Town_N,TiImstamp,Point_ID,evaL933ID,ROADNAME,A3,A4,A5,A6,userid,A8,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C5_1,C5_2,C5_3,C6,C6_1,C6_2,C7,D1,D1_1,D1_2,D1_3,D1_4,D1_5,D2,D2_1,D2_2,D2_3,D3,D3_1,D3_2,D3_3,D4,E1_1,E1_2,E1_21,E1_3,E1_4,E1_5,E1_6,E2_2,E2_1,E2_3,E2_4,E2_5,E3,F0,F1,F1_1,F1_2,F1_3,F1_4,F!_4,F2,F2_1,F2_2,F2_3,F2_4,F3,F3_1,F3_2,F3_3,F4,F4_1,F4_2,F4_3,F4_4,F5,F6,F6_1,F6_2,F6_3,F6_4,F7,F7_1,F7_2,F7_3,F7_4,F8,F9_1,F9_2,F9_3,F9_4,F9_5,F10,G0,G1,G2,G3,G4,G5,H0,H1,H2,H3,H4,H5,H6,I1,I2,I3,I4,I5,I6,I7,I8,F9,c1_check,test,test_2,jstest2,Cjs,test_1,A,geocode,city,country,I9,I10,J1,J0,Pivot,editor,Attract,SW_DIRECT,AttractCode,Name,UserName,EditName,T_weather,T_date,TC_lane1,TC_lane2,TC_oplane,TC_SW,TP_lane,TP_bike,TP_swalk,TP_build,TP,TB_bikelane,TB_nbikelane,TB,landmark,trafficRoadname,direction,T_21,T_time,trafficuser,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,D2_3check,id,A1,RouteID,B4__0,B4__1,B4__2,B4__3,B4__4,B7__0,B7__1,B7__2,B7__3,B7__4,B7__5,B7__6,B8__0,B8__1,B8__2,B8__3,B8__4,B11__0,B11__1,B11__2,B11__3,B11__4,B11__5,B11__6,C1__0,C1__1,C1__2,C1__3,C1__4,C1__5,C1__6,C1__7,C1__8,C1__9,C5_2__1,C5_2__2,C5_2__3,C5_2__4,C6_1__1,C6_1__2,C6_1__3,D1_1__1,D1_1__2,D1_1__3,D1_1__4,D1_2__1,D1_2__0,D1_2__3,D1_2__4,D1_2__5,D1_2__6,D1_2__7,D1_3__0,D1_3__1,D1_3__2,D1_3__3,D1_3__4,D1_3__5,D1_3__6,D1_3__7,D1_3__8,D3_2__1,D3_2__2,D3_2__3,D3_2__4,D2_2__1,D2_2__2,D2_2__3,D2_2__4,D2_2__5,D2_2__6,D2_2__7,D2_2__8,D2_2__9,J1__1,J1__2,J1__3,RouteID,Ana_lane,Ana_Oplane,Ana_continue,Ana_crowded,Ana_W_lane,Ana_W_swnet,Ana_W_swsum,Ana_swmajority,Ana_swmin,Ana_W_swtotal,Ana_E2_1_2,Ana_E2_3_2,Ana_E2_4_2,Ana_E2_5_2,Ana_E1_2,Ana_W_swnet2,Ana_flow1,Ana_flow2,Ana_Obstacle,Ana_access_P1,Ana_access_P1_21,Ana_access_P1_22,Ana_access_P1_23,Ana_access_P1_24,ana_access_P1_3,Ana_access_P2,ana_access_P2_21,ana_access_P2_22,ana_access_P2_23,ana_access_P2_24,ana_access_P2_3,Ana_access_P3,ana_access_P3_22,ana_access_P3_3,Ana_access_P4,ana_access_P4_22,ana_access_P4_3,Ana_access_P6,ana_access_P6_22,ana_access_P6_23,ana_access_P6_3,Ana_access_P7,ana_access_P7_22,ana_access_P7_23,ana_access_P7_3,Ana_access_PT_1,Ana_access_PT_2,Ana_access_PT_3,ana_access_section,Ana_access_section1,Ana_access_section2,Ana_access_section3,Ana_access_section4,Acci_count,Ana_acci_rate,Ana_disturb_bike,Ana_disturb_motorcycle,Ana_disturb_motor,Ana_pavement_materal,Ana_protect,Ana_shade,Ana_flow3,RouteID,id,Length_ROAD,Length_SW,Area_SWP,P_C1,P_C2,P_M1,P_M2,P_M3,P_M4,P_M5,P_B1,Line_ID,Region,trafficZone,blockID,P_NM,rushHour,carparkingSupply,carParking,motorushHour,motoparkingSupply,motoParking,motoNocell,motoOk,motoViolation,motoViolationwalkroad,bikeCarrier,bikePark,bikeOther,bikeViolation,Event_ID,Year,Month,date,address,Acci_vehical,hert,reason,Acci_rate
711,829,0210204,2102,2102,中正區,2014-11-24 16:13:41,21,829,廣州街,廣州街8巷,延平南路,博愛路-中華路二段,3,722,11/15/14 18:41,,2,1,4,"[""0""]",0,1,"[""1""]","[""0""]",0,1,"[""4""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1""]",4,2,1,1,"[""2"",""5""]",0.20,0,#NA,#NA,#NA,#NA,0.00,1.30,1.30,1.10,10.20,1.00,0.00,0.60,0.60,0.00,1.30,1.30,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,2,2,1,#NA,1,4,1,1,1,#NA,1,1,1,6,6,3,#NA,/images/stories/722/4fHbdXHy.jpg,/images/stories/722/7BWNxFjx.jpg,/images/stories/722/wFZ4zmGX.jpg,#NA,#NA,/images/stories/722/MLQzmgFV.jpg,#NA,#NA,1,#NA,,#NA,0,0,,南側,"(25.0357245,121.5077297):18",taipei,taiwan,#NA,#NA,#NA,1,1,,醫院,南側,5,郭展成,001,,晴,12/5/14 0:00,460.9,700,0,0,0,0,185,0,185,0,0,0,聯合醫院和平院區,廣州街,南側,(請註明地址),8-9,傅長愷,2,283,415,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,711,829,0210204,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0210204,1,1,1,3,12.3,1.9,1.9,1.9,0.2,2.4,1.9,0.00,1.30,1.30,1.30,2,1,1,7,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,0210204,711,59.58,136.7878542,111.366013,1,A,1,A,0,0,0,0,2102,中正,27,13,0,平日12:00~13:00,1109,1058,平日16:00~17:00,1100,901,0,0,0,0,0,0,0,0,,,,,,,,,
710,830,0210205,2102,2102,中正區,2014-12-08 11:54:13,21,830,廣州街,延平南路,停車場入口,博愛路-中華路二段,3,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""3""]","[""0""]",0,1,"[""5""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""1""]","[""1"",""4"",""7""]",1,0,1,2,"[""0""]",0.00,0,#NA,#NA,#NA,無騎樓，人行道被機車格佔住,0.00,3.60,3.60,1.10,10.20,1.00,0.00,0.10,0.10,0.00,2.80,2.80,#NA,1,1,1,4,2,1,0,1,1,1,1,2,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,1,4,1,2,1,1,4,1,1,#NA,2,1,2,2,1,#NA,1,4,1,1,1,#NA,1,3,3,6,2,2,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,南側,"(25.0435466,121.4913182):18",taipei,taiwan,#NA,#NA,#NA,1,1,722,醫院,南側,5,郭展成,001,郭展成,晴,12/5/14 0:00,460.9,700,0,0,0,0,185,0,185,0,0,0,聯合醫院和平院區,廣州街,南側,(請註明地址),8-9,傅長愷,2,283,415,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,710,830,0210205,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210205,1,1,1,3,12.3,2.9,2.9,2.9,0,4.7,2.9,0.00,2.80,2.80,3.60,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,0,1,0,0,0,0.75,0.25,0,1,1,0,0,0,0,1,0,12.41917514,0,1,1,4,#NA,0210205,710,124.06,195.1931512,281.3218667,1,A,2,C,38,0,38,0,2102,中正,26,6,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,38,0,0,0,0,0,0,,,,,,,,,
709,831,0210206,2102,2102,中正區,2014-11-24 16:13:41,21,831,廣州街,停車場入口,中華路二段,博愛路-中華路二段,3,722,11/15/14 18:12,,2,1,4,"[""0""]",0,1,"[""3""]","[""0""]",0,1,"[""6""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1"",""7""]",2,0,1,1,"[""3""]",0.60,0,#NA,#NA,#NA,#NA,0.00,4.00,4.00,1.10,10.20,1.00,0.00,1.10,0.60,0.00,4.00,4.00,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,2,1,2,4,1,#NA,1,4,1,1,1,#NA,1,3,3,6,2,2,#NA,/images/stories/722/HPj1swt9.jpg,/images/stories/722/5kjqQw6G.jpg,/images/stories/722/Cv4nRs1J.jpg,/images/stories/722/5vpMq6sw.jpg,/images/stories/722/fYwVtmqT.jpg,/images/stories/722/1hRB29cJ.jpg,#NA,#NA,1,#NA,,#NA,0,0,,南側,"(25.0282493,121.5056862):18",taipei,taiwan,#NA,#NA,#NA,1,1,,醫院,南側,5,郭展成,001,,晴,12/5/14 0:00,460.9,700,0,0,0,0,185,0,185,0,0,0,聯合醫院和平院區,廣州街,南側,(請註明地址),8-9,傅長愷,2,283,415,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,709,831,0210206,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0210206,1,1,1,3,12.3,4.00,4.6,5.1,0.6,5.1,0,0.00,4.00,4.00,4.00,1,1,1,6,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,0,#NA,#NA,#NA,#NA,1,0,0,2,0,1,0,0,0,1,0,18.84644964,0,1,1,4,1,0210206,709,124.06,81.09012035,51.36620802,1,A,2,C,38,0,38,0,2102,中正,26,6,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,38,0,0,0,0,0,0,,,,,,,,,
717,832,0210301,2103,2103,中正區,2015-01-26 10:51:05,21,832,延平南路,廣州街,中華路二段39巷,廣州街-和平西路二段,3,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""1""]","[""0""]",0,1,"[""6"",""4""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""1"",""3""]","[""1"",""4"",""7""]",2,0,1,2,"[""6""]",0.10,0,#NA,#NA,#NA,無騎樓，人行道空間劃作機車,0.00,2.40,2.40,1.20,10.10,1.20,0.00,0.10,0.10,0.00,1.50,1.50,#NA,1,1,1,4,2,1,0,1,1,4,2,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,1,4,1,2,1,1,4,1,2,#NA,2,1,2,2,1,#NA,1,4,1,1,1,#NA,1,2,3,6,2,2,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0360355, 121.50660089999997):18",taipei,taiwan,#NA,#NA,#NA,1,1,706,醫院,西側,5,郭展成,001,,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,717,832,0210301,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0210301,1,1,1,3,12.5,1.6,1.6,1.6,0.1,3.6,1.6,0.00,1.50,1.50,2.40,4,1,1,7,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,34.23062801,0,1,1,2,3,0210301,717,427.58,112.7827687,104.5016362,1,A,2,C,25,4,29,0,2103,中正,26,9,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,25,0,0,4,0,0,0,5,,,,,,,,,
718,833,0210302,2103,2103,中正區,2014-12-08 11:54:51,21,833,延平南路,中華路二段39巷,延平南路216巷,廣州街-和平西路二段,2,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""3"",""4""]","[""0""]",0,1,"[""4"",""3""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1""]",4,2,1,1,"[""0""]",1.30,0,#NA,#NA,#NA,#NA,0.00,2.10,4.00,1.30,10.10,1.20,0.00,1.30,1.30,0.00,2.10,2.10,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,2,3,1,#NA,1,4,1,1,1,#NA,1,1,1,6,6,3,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0348582,121.5075854):18",taipei,taiwan,#NA,#NA,#NA,1,1,722,醫院,西側,5,郭展成,001,郭展成,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,718,833,0210302,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210302,1,1,1,3,12.6,2.10,3.4,3.4,1.3,3.4,0,0.00,2.10,2.10,2.10,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,0210302,718,427.58,11.14117653,5.66203382,1,A,2,C,0,0,0,0,2103,中正,26,17,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,0,0,0,0,0,0,1,,,,,,,,,
721,834,0210303,2103,2103,中正區,2014-12-08 12:02:48,21,834,延平南路,延平南路216巷,延平南路230巷,廣州街-和平西路二段,3,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""3""]","[""0""]",0,1,"[""4""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1""]",4,2,1,1,"[""0""]",0.70,0,#NA,#NA,#NA,#NA,0.00,0.30,3.70,1.30,10.10,1.20,0.00,1.30,0.70,0.00,0.30,0.60,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,2,2,1,#NA,1,4,1,1,1,#NA,1,1,1,6,6,4,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0339736,121.5074363):18",taipei,taiwan,#NA,#NA,#NA,1,1,722,醫院,西側,5,郭展成,001,郭展成,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,721,834,0210303,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210303,1,1,1,3,12.6,1,1,1.9,0.7,1.6,1,0.00,0.30,0.60,0.30,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,6.020123526,0,1,2,1,1,0210303,721,427.58,106.1440014,74.99757587,1,A,2,C,0,3,3,0,2103,中正,26,21,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,0,0,3,0,0,0,2,,,,,,,,,
723,835,0210304,2103,2103,中正區,2014-12-08 11:47:03,21,835,延平南路,延平南路230巷,中華路二段75巷,廣州街-和平西路二段,3,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""3"",""4""]","[""0""]",0,1,"[""4""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1""]",4,2,1,1,"[""0""]",1.30,0,#NA,#NA,#NA,#NA,0.00,1.20,1.20,1.30,10.10,1.20,0.00,1.30,1.30,0.00,0.80,0.80,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,2,2,1,#NA,1,4,1,1,1,#NA,1,1,1,6,6,3,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0336048,121.5073895):18",taipei,taiwan,#NA,#NA,#NA,1,1,722,醫院,西側,5,郭展成,001,郭展成,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,723,835,0210304,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210304,1,1,1,3,12.6,2.1,2.1,2.1,1.3,2.5,2.1,0.00,0.80,0.80,1.20,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,0210304,723,427.58,123.1080797,132.8258372,1,A,2,C,0,0,0,0,2103,中正,26,26,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,0,0,0,0,0,0,0,,,,,,,,,
724,836,0210305,2103,2103,中正區,2014-12-08 11:59:38,21,836,延平南路,中華路二段75巷,延平南路248巷,廣州街-和平西路二段,3,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""1"",""3""]","[""0""]",0,1,"[""4""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1""]",2,0,1,1,"[""0""]",1.30,0,#NA,#NA,#NA,#NA,0.00,3.10,3.10,1.30,10.10,1.20,0.00,1.30,1.30,0.00,0.10,0.10,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,3,5,1,#NA,1,4,1,1,1,#NA,1,1,3,6,2,1,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0336541,121.50658):18",taipei,taiwan,#NA,#NA,#NA,1,1,722,醫院,西側,5,郭展成,001,郭展成,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,724,836,0210305,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210305,1,1,1,3,12.6,1.30,1.4,1.4,1.3,4.4,0,0.00,0.10,0.10,3.10,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,4,0,0,0,1,0,1,0,0,0,1,1,2,1,0210305,724,189.46,155.14762,307.1367062,1,A,2,C,0,0,0,0,2103,中正,26,50,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,0,0,0,0,0,0,0,,,,,,,,,
725,837,0210306,2103,2103,中正區,2015-02-12 15:56:39,21,837,延平南路,延平南路248巷,延平南路258巷,廣州街-和平西路二段,3,722,11/15/14 20:57,,2,1,4,"[""0""]",0,1,"[""3""]","[""0""]",0,1,"[""4""]",#NA,"[""1"",""4""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1"",""7""]",4,2,1,1,"[""0""]",0.40,0,#NA,#NA,#NA,#NA,0.00,1.90,4.80,1.30,10.10,1.20,0.00,1.30,0.40,0.00,0.10,0.10,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,3,5,1,#NA,1,4,1,1,1,#NA,1,3,3,6,6,3,#NA,/images/stories/722/Q7bKj6tW.jpg,/images/stories/722/8R6Bf8zJ.jpg,/images/stories/722/ktQPFJNT.jpg,#NA,#NA,#NA,#NA,/images/stories/722/Tknwmy7Z.jpg,1,,,#NA,0,0,,西側,"(25.0329278, 121.50734209999996):18",taipei,taiwan,#NA,#NA,#NA,1,1,706,醫院,西側,5,郭展成,001,,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,725,837,0210306,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210306,1,1,1,3,12.6,0.40,0.5,1.4,0.4,3.2,0,0.00,0.10,0.10,1.90,9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,4,0,0,0,1,0,1,0,0,0,1,2,4,1,0210306,725,189.46,157.8068427,115.2879826,1,A,2,C,0,0,0,0,2103,中正,26,34,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,0,0,0,0,0,0,0,,,,,,,,,
726,838,0210307,2103,2103,中正區,2014-12-08 11:47:58,21,838,延平南路,延平南路258巷,中華路二段81巷89弄,廣州街-和平西路二段,3,722,11/15/14 0:00,,2,1,4,"[""0""]",0,1,"[""1"",""3""]","[""0""]",0,1,"[""4""]",#NA,"[""1"",""3""]",1,3,1900-01-01 00:00:00,1,1,"[""4""]",0.00,#NA,1,1,#NA,1,"[""4""]","[""2""]","[""1""]",4,2,1,1,"[""0""]",1.30,0,#NA,#NA,#NA,#NA,0.00,4.90,4.90,1.30,10.10,1.20,0.00,1.30,1.30,0.00,0.10,0.10,#NA,1,1,1,4,1,1,0,1,1,4,1,1,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,0,#NA,#NA,#NA,#NA,#NA,2,1,3,4,1,#NA,1,4,1,1,1,#NA,1,2,2,6,2,3,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,,,#NA,0,0,,西側,"(25.0322225,121.507223):18",taipei,taiwan,#NA,#NA,#NA,1,1,722,醫院,西側,5,郭展成,001,郭展成,晴,12/5/14 0:00,408.92,627,0,0,0,0,213,0,213,0,0,0,聯合醫院和平院區,延平南路,東側,(請註明地址),8-9,傅長愷,0,251,376,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,726,838,0210307,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0210307,1,1,1,3,12.6,1.30,1.3,1.3,1.3,1.3,0,0.00,0,0,0,6,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,#NA,1,0,0,4,0,0,0,1,0,1,0,0,0,1,2,3,1,0210307,726,189.46,45.18283008,23.89564411,1,A,2,C,0,0,0,0,2103,中正,26,31,1,平日20:00~21:00,696,598,平日16:00~17:00,720,1087,0,0,0,0,0,0,0,0,,,,,,,,,
